Region,Country,Month,Value Column Name,Value
Europe,Austria,January,AC In  millions,2964000
Europe,Austria,January,AC In  millions - PY in millions,1364000
Europe,Austria,January,(AC In  millions - PY in millions)%,0.8525
Europe,Austria,January,AC In  millions - PL in Millions,943000
Europe,Austria,January,(AC In  millions - PL in Millions)%,0.466600693
Europe,Austria,January,PL in Millions - PY in millions,421000
Europe,Austria,January,(PL in Millions - PY in millions)%,0.263125
Europe,Austria,October,PY in millions,2918000
Europe,Austria,October,PL in Millions,3000000
Europe,Austria,October,AC In  millions,1986000
Europe,Austria,October,AC In  millions - PY in millions,-932000
Europe,Austria,October,(AC In  millions - PY in millions)%,-0.319396847
Europe,Austria,October,AC In  millions - PL in Millions,-1014000
Europe,Austria,October,(AC In  millions - PL in Millions)%,-0.338
Europe,Austria,October,PL in Millions - PY in millions,82000
Europe,Austria,October,(PL in Millions - PY in millions)%,0.028101439
Europe,Austria,November,PY in millions,560000
Europe,Austria,November,PL in Millions,590000
Europe,Austria,November,AC In  millions,559000
Europe,Austria,November,AC In  millions - PY in millions,-1000
Europe,Austria,November,(AC In  millions - PY in millions)%,-0.001785714
Europe,Austria,November,AC In  millions - PL in Millions,-31000
Europe,Austria,November,(AC In  millions - PL in Millions)%,-0.052542373
Europe,Austria,November,PL in Millions - PY in millions,30000
Europe,Austria,November,(PL in Millions - PY in millions)%,0.053571429
Europe,Belgium,January,PY in millions,375000
Europe,Belgium,January,PL in Millions,257000
Europe,Belgium,January,AC In  millions,136000
Europe,Belgium,January,AC In  millions - PY in millions,-239000
Europe,Belgium,January,(AC In  millions - PY in millions)%,-0.637333333
Europe,Belgium,January,AC In  millions - PL in Millions,-121000
Europe,Belgium,January,(AC In  millions - PL in Millions)%,-0.470817121
Europe,Belgium,January,PL in Millions - PY in millions,-118000
Europe,Belgium,January,(PL in Millions - PY in millions)%,-0.314666667
Europe,Belgium,October,PY in millions,100000
Europe,Belgium,October,PL in Millions,200000
Europe,Belgium,October,AC In  millions,290000
Europe,Belgium,October,AC In  millions - PY in millions,190000
Europe,Belgium,October,(AC In  millions - PY in millions)%,1.9
Europe,Belgium,October,AC In  millions - PL in Millions,90000
Europe,Belgium,October,(AC In  millions - PL in Millions)%,0.45
Europe,Belgium,October,PL in Millions - PY in millions,100000
Europe,Belgium,October,(PL in Millions - PY in millions)%,1
Europe,Belgium,November,PY in millions,56000
Europe,Belgium,November,PL in Millions,72000
Europe,Belgium,November,AC In  millions,58000
Europe,Belgium,November,AC In  millions - PY in millions,2000
Europe,Belgium,November,(AC In  millions - PY in millions)%,0.035714286
Europe,Belgium,November,AC In  millions - PL in Millions,-14000
Europe,Belgium,November,(AC In  millions - PL in Millions)%,-0.194444444
Europe,Belgium,November,PL in Millions - PY in millions,16000
Europe,Belgium,November,(PL in Millions - PY in millions)%,0.285714286
Europe,France,January,PY in millions,350000
Europe,France,January,PL in Millions,539000
Europe,France,January,AC In  millions,134000
Europe,France,January,AC In  millions - PY in millions,-216000
Europe,France,January,(AC In  millions - PY in millions)%,-0.617142857
Europe,France,January,AC In  millions - PL in Millions,-405000
Europe,France,January,(AC In  millions - PL in Millions)%,-0.751391466
Europe,France,January,PL in Millions - PY in millions,189000
Europe,France,January,(PL in Millions - PY in millions)%,0.54
Europe,France,October,PY in millions,800000
Europe,France,October,PL in Millions,800000
Europe,France,October,AC In  millions,520000
Europe,France,October,AC In  millions - PY in millions,-280000
Europe,France,October,(AC In  millions - PY in millions)%,-0.35
Europe,France,October,AC In  millions - PL in Millions,-280000
Europe,France,October,(AC In  millions - PL in Millions)%,-0.35
Europe,France,October,PL in Millions - PY in millions,0
Europe,France,October,(PL in Millions - PY in millions)%,0
Europe,France,November,PY in millions,140000
Europe,France,November,PL in Millions,149000
Europe,France,November,AC In  millions,134000
Europe,France,November,AC In  millions - PY in millions,-6000
Europe,France,November,(AC In  millions - PY in millions)%,-0.042857143
Europe,France,November,AC In  millions - PL in Millions,-15000
Europe,France,November,(AC In  millions - PL in Millions)%,-0.100671141
Europe,France,November,PL in Millions - PY in millions,9000
Europe,France,November,(PL in Millions - PY in millions)%,0.064285714
Europe,Germany,January,PY in millions,1500000
Europe,Germany,January,PL in Millions,1600000
Europe,Germany,January,AC In  millions,1000000
Europe,Germany,January,AC In  millions - PY in millions,-500000
Europe,Germany,January,(AC In  millions - PY in millions)%,-0.333333333
Europe,Germany,January,AC In  millions - PL in Millions,-600000
Europe,Germany,January,(AC In  millions - PL in Millions)%,-0.375
Europe,Germany,January,PL in Millions - PY in millions,100000
Europe,Germany,January,(PL in Millions - PY in millions)%,0.066666667
Europe,Germany,October,PY in millions,1279000
Europe,Germany,October,PL in Millions,936000
Europe,Germany,October,AC In  millions,1590000
Europe,Germany,October,AC In  millions - PY in millions,311000
Europe,Germany,October,(AC In  millions - PY in millions)%,0.243158718
Europe,Germany,October,AC In  millions - PL in Millions,654000
Europe,Germany,October,(AC In  millions - PL in Millions)%,0.698717949
Europe,Germany,October,PL in Millions - PY in millions,-343000
Europe,Germany,October,(PL in Millions - PY in millions)%,-0.268178264
Europe,Germany,November,PY in millions,345000
Europe,Germany,November,PL in Millions,279000
Europe,Germany,November,AC In  millions,260000
Europe,Germany,November,AC In  millions - PY in millions,-85000
Europe,Germany,November,(AC In  millions - PY in millions)%,-0.246376812
Europe,Germany,November,AC In  millions - PL in Millions,-19000
Europe,Germany,November,(AC In  millions - PL in Millions)%,-0.068100358
Europe,Germany,November,PL in Millions - PY in millions,-66000
Europe,Germany,November,(PL in Millions - PY in millions)%,-0.191304348
Europe,Poland,January,PY in millions,438000
Europe,Poland,January,PL in Millions,227000
Europe,Poland,January,AC In  millions,200000
Europe,Poland,January,AC In  millions - PY in millions,-238000
Europe,Poland,January,(AC In  millions - PY in millions)%,-0.543378995
Europe,Poland,January,AC In  millions - PL in Millions,-27000
Europe,Poland,January,(AC In  millions - PL in Millions)%,-0.118942731
Europe,Poland,January,PL in Millions - PY in millions,-211000
Europe,Poland,January,(PL in Millions - PY in millions)%,-0.48173516
Europe,Poland,October,PY in millions,300000
Europe,Poland,October,PL in Millions,500000
Europe,Poland,October,AC In  millions,568000
Europe,Poland,October,AC In  millions - PY in millions,268000
Europe,Poland,October,(AC In  millions - PY in millions)%,0.893333333
Europe,Poland,October,AC In  millions - PL in Millions,68000
Europe,Poland,October,(AC In  millions - PL in Millions)%,0.136
Europe,Poland,October,PL in Millions - PY in millions,200000
Europe,Poland,October,(PL in Millions - PY in millions)%,0.666666667
Europe,Poland,November,PY in millions,78000
Europe,Poland,November,PL in Millions,91000
Europe,Poland,November,AC In  millions,86000
Europe,Poland,November,AC In  millions - PY in millions,8000
Europe,Poland,November,(AC In  millions - PY in millions)%,0.102564103
Europe,Poland,November,AC In  millions - PL in Millions,-5000
Europe,Poland,November,(AC In  millions - PL in Millions)%,-0.054945055
Europe,Poland,November,PL in Millions - PY in millions,13000
Europe,Poland,November,(PL in Millions - PY in millions)%,0.166666667
Europe,Sweden,January,PY in millions,332000
Europe,Sweden,January,PL in Millions,190000
Europe,Sweden,January,AC In  millions,428000
Europe,Sweden,January,AC In  millions - PY in millions,96000
Europe,Sweden,January,(AC In  millions - PY in millions)%,0.289156627
Europe,Sweden,January,AC In  millions - PL in Millions,238000
Europe,Sweden,January,(AC In  millions - PL in Millions)%,1.252631579
Europe,Sweden,January,PL in Millions - PY in millions,-142000
Europe,Sweden,January,(PL in Millions - PY in millions)%,-0.427710843
Europe,Sweden,October,PY in millions,400000
Europe,Sweden,October,PL in Millions,451000
Europe,Sweden,October,AC In  millions,250000
Europe,Sweden,October,AC In  millions - PY in millions,-150000
Europe,Sweden,October,(AC In  millions - PY in millions)%,-0.375
Europe,Sweden,October,AC In  millions - PL in Millions,-201000
Europe,Sweden,October,(AC In  millions - PL in Millions)%,-0.445676275
Europe,Sweden,October,PL in Millions - PY in millions,51000
Europe,Sweden,October,(PL in Millions - PY in millions)%,0.1275
Europe,Sweden,November,PY in millions,77000
Europe,Sweden,November,PL in Millions,81000
Europe,Sweden,November,AC In  millions,86000
Europe,Sweden,November,AC In  millions - PY in millions,9000
Europe,Sweden,November,(AC In  millions - PY in millions)%,0.116883117
Europe,Sweden,November,AC In  millions - PL in Millions,5000
Europe,Sweden,November,(AC In  millions - PL in Millions)%,0.061728395
Europe,Sweden,November,PL in Millions - PY in millions,4000
Europe,Sweden,November,(PL in Millions - PY in millions)%,0.051948052
Europe,Switzerland,January,PY in millions,243000
Europe,Switzerland,January,PL in Millions,300000
Europe,Switzerland,January,AC In  millions,432000
Europe,Switzerland,January,AC In  millions - PY in millions,189000
Europe,Switzerland,January,(AC In  millions - PY in millions)%,0.777777778
Europe,Switzerland,January,AC In  millions - PL in Millions,132000
Europe,Switzerland,January,(AC In  millions - PL in Millions)%,0.44
Europe,Switzerland,January,PL in Millions - PY in millions,57000
Europe,Switzerland,January,(PL in Millions - PY in millions)%,0.234567901
Europe,Switzerland,October,PY in millions,300000
Europe,Switzerland,October,PL in Millions,212000
Europe,Switzerland,October,AC In  millions,180000
Europe,Switzerland,October,AC In  millions - PY in millions,-120000
Europe,Switzerland,October,(AC In  millions - PY in millions)%,-0.4
Europe,Switzerland,October,AC In  millions - PL in Millions,-32000
Europe,Switzerland,October,(AC In  millions - PL in Millions)%,-0.150943396
Europe,Switzerland,October,PL in Millions - PY in millions,-88000
Europe,Switzerland,October,(PL in Millions - PY in millions)%,-0.293333333
Europe,Switzerland,November,PY in millions,61000
Europe,Switzerland,November,PL in Millions,70000
Europe,Switzerland,November,AC In  millions,66000
Europe,Switzerland,November,AC In  millions - PY in millions,5000
Europe,Switzerland,November,(AC In  millions - PY in millions)%,0.081967213
Europe,Switzerland,November,AC In  millions - PL in Millions,-4000
Europe,Switzerland,November,(AC In  millions - PL in Millions)%,-0.057142857
Europe,Switzerland,November,PL in Millions - PY in millions,9000
Europe,Switzerland,November,(PL in Millions - PY in millions)%,0.147540984
Europe,Other,January,PY in millions,3235000
Europe,Other,January,PL in Millions,3000000
Europe,Other,January,AC In  millions,1500000
Europe,Other,January,AC In  millions - PY in millions,-1735000
Europe,Other,January,(AC In  millions - PY in millions)%,-0.536321484
Europe,Other,January,AC In  millions - PL in Millions,-1500000
Europe,Other,January,(AC In  millions - PL in Millions)%,-0.5
Europe,Other,January,PL in Millions - PY in millions,-235000
Europe,Other,January,(PL in Millions - PY in millions)%,-0.072642968
Europe,Other,October,PY in millions,1865000
Europe,Other,October,PL in Millions,2524000
Europe,Other,October,AC In  millions,3396000
Europe,Other,October,AC In  millions - PY in millions,1531000
Europe,Other,October,(AC In  millions - PY in millions)%,0.820911528
Europe,Other,October,AC In  millions - PL in Millions,872000
Europe,Other,October,(AC In  millions - PL in Millions)%,0.34548336
Europe,Other,October,PL in Millions - PY in millions,659000
Europe,Other,October,(PL in Millions - PY in millions)%,0.353351206
Europe,Other,November,PY in millions,502000
Europe,Other,November,PL in Millions,498000
Europe,Other,November,AC In  millions,545000
Europe,Other,November,AC In  millions - PY in millions,43000
Europe,Other,November,(AC In  millions - PY in millions)%,0.085657371
Europe,Other,November,AC In  millions - PL in Millions,47000
Europe,Other,November,(AC In  millions - PL in Millions)%,0.09437751
Europe,Other,November,PL in Millions - PY in millions,-4000
Europe,Other,November,(PL in Millions - PY in millions)%,-0.007968127
Americas,All,January,PY in millions,
Americas,All,January,PL in Millions,
Americas,All,January,AC In  millions,
Americas,All,January,AC In  millions - PY in millions,
Americas,All,January,(AC In  millions - PY in millions)%,
Americas,All,January,AC In  millions - PL in Millions,
Americas,All,January,(AC In  millions - PL in Millions)%,
Americas,All,January,PL in Millions - PY in millions,
Americas,All,January,(PL in Millions - PY in millions)%,
Americas,All,October,PY in millions,
Americas,All,October,PL in Millions,
Americas,All,October,AC In  millions,
Americas,All,October,AC In  millions - PY in millions,
Americas,All,October,(AC In  millions - PY in millions)%,
Americas,All,October,AC In  millions - PL in Millions,
Americas,All,October,(AC In  millions - PL in Millions)%,
Americas,All,October,PL in Millions - PY in millions,
Americas,All,October,(PL in Millions - PY in millions)%,
Americas,All,November,PY in millions,
Americas,All,November,PL in Millions,
Americas,All,November,AC In  millions,
Americas,All,November,AC In  millions - PY in millions,
Americas,All,November,(AC In  millions - PY in millions)%,
Americas,All,November,AC In  millions - PL in Millions,
Americas,All,November,(AC In  millions - PL in Millions)%,
Americas,All,November,PL in Millions - PY in millions,
Americas,All,November,(PL in Millions - PY in millions)%,
Americas,Brazil,January,PY in millions,686000
Americas,Brazil,January,PL in Millions,245000
Americas,Brazil,January,AC In  millions,593000
Americas,Brazil,January,AC In  millions - PY in millions,-93000
Americas,Brazil,January,(AC In  millions - PY in millions)%,-0.135568513
Americas,Brazil,January,AC In  millions - PL in Millions,348000
Americas,Brazil,January,(AC In  millions - PL in Millions)%,1.420408163
Americas,Brazil,January,PL in Millions - PY in millions,-441000
Americas,Brazil,January,(PL in Millions - PY in millions)%,-0.642857143
Americas,Brazil,October,PY in millions,400000
Americas,Brazil,October,PL in Millions,900000
Americas,Brazil,October,AC In  millions,600000
Americas,Brazil,October,AC In  millions - PY in millions,200000
Americas,Brazil,October,(AC In  millions - PY in millions)%,0.5
Americas,Brazil,October,AC In  millions - PL in Millions,-300000
Americas,Brazil,October,(AC In  millions - PL in Millions)%,-0.333333333
Americas,Brazil,October,PL in Millions - PY in millions,500000
Americas,Brazil,October,(PL in Millions - PY in millions)%,1.25
Americas,Brazil,November,PY in millions,119000
Americas,Brazil,November,PL in Millions,109000
Americas,Brazil,November,AC In  millions,121000
Americas,Brazil,November,AC In  millions - PY in millions,2000
Americas,Brazil,November,(AC In  millions - PY in millions)%,0.016806723
Americas,Brazil,November,AC In  millions - PL in Millions,12000
Americas,Brazil,November,(AC In  millions - PL in Millions)%,0.110091743
Americas,Brazil,November,PL in Millions - PY in millions,-10000
Americas,Brazil,November,(PL in Millions - PY in millions)%,-0.084033613
Americas,Canada,January,PY in millions,200000
Americas,Canada,January,PL in Millions,300000
Americas,Canada,January,AC In  millions,359000
Americas,Canada,January,AC In  millions - PY in millions,159000
Americas,Canada,January,(AC In  millions - PY in millions)%,0.795
Americas,Canada,January,AC In  millions - PL in Millions,59000
Americas,Canada,January,(AC In  millions - PL in Millions)%,0.196666667
Americas,Canada,January,PL in Millions - PY in millions,100000
Americas,Canada,January,(PL in Millions - PY in millions)%,0.5
Americas,Canada,October,PY in millions,364000
Americas,Canada,October,PL in Millions,285000
Americas,Canada,October,AC In  millions,300000
Americas,Canada,October,AC In  millions - PY in millions,-64000
Americas,Canada,October,(AC In  millions - PY in millions)%,-0.175824176
Americas,Canada,October,AC In  millions - PL in Millions,15000
Americas,Canada,October,(AC In  millions - PL in Millions)%,0.052631579
Americas,Canada,October,PL in Millions - PY in millions,-79000
Americas,Canada,October,(PL in Millions - PY in millions)%,-0.217032967
Americas,Canada,November,PY in millions,65000
Americas,Canada,November,PL in Millions,71000
Americas,Canada,November,AC In  millions,59000
Americas,Canada,November,AC In  millions - PY in millions,-6000
Americas,Canada,November,(AC In  millions - PY in millions)%,-0.092307692
Americas,Canada,November,AC In  millions - PL in Millions,-12000
Americas,Canada,November,(AC In  millions - PL in Millions)%,-0.169014085
Americas,Canada,November,PL in Millions - PY in millions,6000
Americas,Canada,November,(PL in Millions - PY in millions)%,0.092307692
Americas,USA,January,PY in millions,1500000
Americas,USA,January,PL in Millions,1198000
Americas,USA,January,AC In  millions,1928000
Americas,USA,January,AC In  millions - PY in millions,428000
Americas,USA,January,(AC In  millions - PY in millions)%,0.285333333
Americas,USA,January,AC In  millions - PL in Millions,730000
Americas,USA,January,(AC In  millions - PL in Millions)%,0.609348915
Americas,USA,January,PL in Millions - PY in millions,-302000
Americas,USA,January,(PL in Millions - PY in millions)%,-0.201333333
Americas,USA,October,PY in millions,1560000
Americas,USA,October,PL in Millions,1600000
Americas,USA,October,AC In  millions,1000000
Americas,USA,October,AC In  millions - PY in millions,-560000
Americas,USA,October,(AC In  millions - PY in millions)%,-0.358974359
Americas,USA,October,AC In  millions - PL in Millions,-600000
Americas,USA,October,(AC In  millions - PL in Millions)%,-0.375
Americas,USA,October,PL in Millions - PY in millions,40000
Americas,USA,October,(PL in Millions - PY in millions)%,0.025641026
Americas,USA,November,PY in millions,346000
Americas,USA,November,PL in Millions,326000
Americas,USA,November,AC In  millions,311000
Americas,USA,November,AC In  millions - PY in millions,-35000
Americas,USA,November,(AC In  millions - PY in millions)%,-0.101156069
Americas,USA,November,AC In  millions - PL in Millions,-15000
Americas,USA,November,(AC In  millions - PL in Millions)%,-0.04601227
Americas,USA,November,PL in Millions - PY in millions,-20000
Americas,USA,November,(PL in Millions - PY in millions)%,-0.057803468
Americas,Other,January,PY in millions,1293000
Americas,Other,January,PL in Millions,1918000
Americas,Other,January,AC In  millions,2009000
Americas,Other,January,AC In  millions - PY in millions,716000
Americas,Other,January,(AC In  millions - PY in millions)%,0.553750967
Americas,Other,January,AC In  millions - PL in Millions,91000
Americas,Other,January,(AC In  millions - PL in Millions)%,0.047445255
Americas,Other,January,PL in Millions - PY in millions,625000
Americas,Other,January,(PL in Millions - PY in millions)%,0.483372003
Americas,Other,October,PY in millions,2435000
Americas,Other,October,PL in Millions,1900000
Americas,Other,October,AC In  millions,1600000
Americas,Other,October,AC In  millions - PY in millions,-835000
Americas,Other,October,(AC In  millions - PY in millions)%,-0.342915811
Americas,Other,October,AC In  millions - PL in Millions,-300000
Americas,Other,October,(AC In  millions - PL in Millions)%,-0.157894737
Americas,Other,October,PL in Millions - PY in millions,-535000
Americas,Other,October,(PL in Millions - PY in millions)%,-0.219712526
Americas,Other,November,PY in millions,438000
Americas,Other,November,PL in Millions,401000
Americas,Other,November,AC In  millions,399000
Americas,Other,November,AC In  millions - PY in millions,-39000
Americas,Other,November,(AC In  millions - PY in millions)%,-0.089041096
Americas,Other,November,AC In  millions - PL in Millions,-2000
Americas,Other,November,(AC In  millions - PL in Millions)%,-0.004987531
Americas,Other,November,PL in Millions - PY in millions,-37000
Americas,Other,November,(PL in Millions - PY in millions)%,-0.084474886
Rest of the world,All,January,PY in millions,
Rest of the world,All,January,PL in Millions,
Rest of the world,All,January,AC In  millions,
Rest of the world,All,January,AC In  millions - PY in millions,
Rest of the world,All,January,(AC In  millions - PY in millions)%,
Rest of the world,All,January,AC In  millions - PL in Millions,
Rest of the world,All,January,(AC In  millions - PL in Millions)%,
Rest of the world,All,January,PL in Millions - PY in millions,
Rest of the world,All,January,(PL in Millions - PY in millions)%,
Rest of the world,All,October,PY in millions,
Rest of the world,All,October,PL in Millions,
Rest of the world,All,October,AC In  millions,
Rest of the world,All,October,AC In  millions - PY in millions,
Rest of the world,All,October,(AC In  millions - PY in millions)%,
Rest of the world,All,October,AC In  millions - PL in Millions,
Rest of the world,All,October,(AC In  millions - PL in Millions)%,
Rest of the world,All,October,PL in Millions - PY in millions,
Rest of the world,All,October,(PL in Millions - PY in millions)%,
Rest of the world,All,November,PY in millions,
Rest of the world,All,November,PL in Millions,
Rest of the world,All,November,AC In  millions,
Rest of the world,All,November,AC In  millions - PY in millions,
Rest of the world,All,November,(AC In  millions - PY in millions)%,
Rest of the world,All,November,AC In  millions - PL in Millions,
Rest of the world,All,November,(AC In  millions - PL in Millions)%,
Rest of the world,All,November,PL in Millions - PY in millions,
Rest of the world,All,November,(PL in Millions - PY in millions)%,
Rest of the world,Australia,January,PY in millions,313000
Rest of the world,Australia,January,PL in Millions,343000
Rest of the world,Australia,January,AC In  millions,226000
Rest of the world,Australia,January,AC In  millions - PY in millions,-87000
Rest of the world,Australia,January,(AC In  millions - PY in millions)%,-0.277955272
Rest of the world,Australia,January,AC In  millions - PL in Millions,-117000
Rest of the world,Australia,January,(AC In  millions - PL in Millions)%,-0.341107872
Rest of the world,Australia,January,PL in Millions - PY in millions,30000
Rest of the world,Australia,January,(PL in Millions - PY in millions)%,0.095846645
Rest of the world,Australia,October,PY in millions,150000
Rest of the world,Australia,October,PL in Millions,200000
Rest of the world,Australia,October,AC In  millions,300000
Rest of the world,Australia,October,AC In  millions - PY in millions,150000
Rest of the world,Australia,October,(AC In  millions - PY in millions)%,1
Rest of the world,Australia,October,AC In  millions - PL in Millions,100000
Rest of the world,Australia,October,(AC In  millions - PL in Millions)%,0.5
Rest of the world,Australia,October,PL in Millions - PY in millions,50000
Rest of the world,Australia,October,(PL in Millions - PY in millions)%,0.333333333
Rest of the world,Australia,November,PY in millions,54000
Rest of the world,Australia,November,PL in Millions,66000
Rest of the world,Australia,November,AC In  millions,62000
Rest of the world,Australia,November,AC In  millions - PY in millions,8000
Rest of the world,Australia,November,(AC In  millions - PY in millions)%,0.148148148
Rest of the world,Australia,November,AC In  millions - PL in Millions,-4000
Rest of the world,Australia,November,(AC In  millions - PL in Millions)%,-0.060606061
Rest of the world,Australia,November,PL in Millions - PY in millions,12000
Rest of the world,Australia,November,(PL in Millions - PY in millions)%,0.222222222
Rest of the world,China,January,PY in millions,868000
Rest of the world,China,January,PL in Millions,721000
Rest of the world,China,January,AC In  millions,268000
Rest of the world,China,January,AC In  millions - PY in millions,-600000
Rest of the world,China,January,(AC In  millions - PY in millions)%,-0.69124424
Rest of the world,China,January,AC In  millions - PL in Millions,-453000
Rest of the world,China,January,(AC In  millions - PL in Millions)%,-0.628294036
Rest of the world,China,January,PL in Millions - PY in millions,-147000
Rest of the world,China,January,(PL in Millions - PY in millions)%,-0.169354839
Rest of the world,China,October,PY in millions,973000
Rest of the world,China,October,PL in Millions,1000000
Rest of the world,China,October,AC In  millions,1900000
Rest of the world,China,October,AC In  millions - PY in millions,927000
Rest of the world,China,October,(AC In  millions - PY in millions)%,0.952723535
Rest of the world,China,October,AC In  millions - PL in Millions,900000
Rest of the world,China,October,(AC In  millions - PL in Millions)%,0.9
Rest of the world,China,October,PL in Millions - PY in millions,27000
Rest of the world,China,October,(PL in Millions - PY in millions)%,0.027749229
Rest of the world,China,November,PY in millions,266000
Rest of the world,China,November,PL in Millions,204000
Rest of the world,China,November,AC In  millions,231000
Rest of the world,China,November,AC In  millions - PY in millions,-35000
Rest of the world,China,November,(AC In  millions - PY in millions)%,-0.131578947
Rest of the world,China,November,AC In  millions - PL in Millions,27000
Rest of the world,China,November,(AC In  millions - PL in Millions)%,0.132352941
Rest of the world,China,November,PL in Millions - PY in millions,-62000
Rest of the world,China,November,(PL in Millions - PY in millions)%,-0.233082707
Rest of the world,Japan,January,PY in millions,29000
Rest of the world,Japan,January,PL in Millions,25000
Rest of the world,Japan,January,AC In  millions,79000
Rest of the world,Japan,January,AC In  millions - PY in millions,50000
Rest of the world,Japan,January,(AC In  millions - PY in millions)%,1.724137931
Rest of the world,Japan,January,AC In  millions - PL in Millions,54000
Rest of the world,Japan,January,(AC In  millions - PL in Millions)%,2.16
Rest of the world,Japan,January,PL in Millions - PY in millions,-4000
Rest of the world,Japan,January,(PL in Millions - PY in millions)%,-0.137931034
Rest of the world,Japan,October,PY in millions,29000
Rest of the world,Japan,October,PL in Millions,50000
Rest of the world,Japan,October,AC In  millions,54000
Rest of the world,Japan,October,AC In  millions - PY in millions,25000
Rest of the world,Japan,October,(AC In  millions - PY in millions)%,0.862068966
Rest of the world,Japan,October,AC In  millions - PL in Millions,4000
Rest of the world,Japan,October,(AC In  millions - PL in Millions)%,0.08
Rest of the world,Japan,October,PL in Millions - PY in millions,21000
Rest of the world,Japan,October,(PL in Millions - PY in millions)%,0.724137931
Rest of the world,Japan,November,PY in millions,9000
Rest of the world,Japan,November,PL in Millions,12000
Rest of the world,Japan,November,AC In  millions,11000
Rest of the world,Japan,November,AC In  millions - PY in millions,2000
Rest of the world,Japan,November,(AC In  millions - PY in millions)%,0.222222222
Rest of the world,Japan,November,AC In  millions - PL in Millions,-1000
Rest of the world,Japan,November,(AC In  millions - PL in Millions)%,-0.083333333
Rest of the world,Japan,November,PL in Millions - PY in millions,3000
Rest of the world,Japan,November,(PL in Millions - PY in millions)%,0.333333333
Rest of the world,Other,January,PY in millions,224000
Rest of the world,Other,January,PL in Millions,888000
Rest of the world,Other,January,AC In  millions,1100000
Rest of the world,Other,January,AC In  millions - PY in millions,876000
Rest of the world,Other,January,(AC In  millions - PY in millions)%,3.910714286
Rest of the world,Other,January,AC In  millions - PL in Millions,212000
Rest of the world,Other,January,(AC In  millions - PL in Millions)%,0.238738739
Rest of the world,Other,January,PL in Millions - PY in millions,664000
Rest of the world,Other,January,(PL in Millions - PY in millions)%,2.964285714
Rest of the world,Other,October,PY in millions,1893000
Rest of the world,Other,October,PL in Millions,900000
Rest of the world,Other,October,AC In  millions,790000
Rest of the world,Other,October,AC In  millions - PY in millions,-1103000
Rest of the world,Other,October,(AC In  millions - PY in millions)%,-0.582673006
Rest of the world,Other,October,AC In  millions - PL in Millions,-110000
Rest of the world,Other,October,(AC In  millions - PL in Millions)%,-0.122222222
Rest of the world,Other,October,PL in Millions - PY in millions,-993000
Rest of the world,Other,October,(PL in Millions - PY in millions)%,-0.524564184
Rest of the world,Other,November,PY in millions,234000
Rest of the world,Other,November,PL in Millions,311000
Rest of the world,Other,November,AC In  millions,255000
Rest of the world,Other,November,AC In  millions - PY in millions,21000
Rest of the world,Other,November,(AC In  millions - PY in millions)%,0.08974359
Rest of the world,Other,November,AC In  millions - PL in Millions,-56000
